id	data.SRR941816.bam	data.SRR941817.bam	data.SRR941818.bam	data.SRR941819.bam
gene-YAL068C	9.44128053974353	8.58477940153218	6.35773747502693	5.14490420916488
gene-YAL067W-A	0	0	0	0
gene-YAL067C	78.2277530435892	37.0218611691075	15.8943436875673	9.43232438346894
gene-YAL065C	7.41814899551277	1.60964613778728	6.35773747502693	2.57245210458244
gene-YAL064W-B	0.674377181410252	1.60964613778728	0	0
gene-YAL064C-A	0	0.536548712595761	3.17886873751346	0
gene-YAL064W	0	0	0	0
gene-YAL063C-A	0	0	0	0
gene-YAL063C	18.8825610794871	10.7309742519152	6.35773747502693	2.57245210458244
gene-YAL062W	5122.56906999227	587.520840292359	416.431804614264	138.054929612591
gene-YAL061W	1286.03728494935	1041.44105114837	101.723799600431	70.3136908585867
gene-YAL060W	2748.76139142819	2589.38408698714	267.024973951131	284.68469957379
gene-YAL059W	91.040919490384	136.283372999323	1678.44269340711	1433.71330628728
gene-YAL058W	57.3220604198714	73.5071736256193	174.837780563241	167.209386797859
gene-YAL056W	944.802431155763	628.298542449637	82.6505871753501	67.7412387540042
gene-YAL055W	151.734865817307	113.748327070301	38.1464248501616	31.7269092898501
gene-YAL054C	15692.7570114166	3418.3518479476	502.261260527127	107.185504357602
gene-YAL053W	1299.52482857756	414.215606123928	1230.22220141771	790.60028014167
gene-YAL051W	352.024888696151	253.250992345199	200.268730463348	168.92435486758
gene-YAL049C	1796.54081127691	1290.9362025054	212.984205413402	252.95779028394
gene-YAL048C	171.291804078204	120.723460334046	89.008324650377	72.0286589283083
gene-YAL047C	68.1120953224355	65.4589429366829	76.2928497003232	73.7436269980299
gene-YAL046C	25.6263328935896	103.553901530982	85.8294559128636	130.337573298844
gene-YAL044W-A	350.001757151921	247.885505219242	79.4717184378366	106.328020322741
gene-YAL044C	542.873631035253	817.70023799594	448.220491989399	373.863039199315
gene-YAL043C	428.22951019551	366.999319415501	397.358592189183	465.613830929422
gene-YAL042W	284.587170555126	457.676051844185	445.041623251885	509.345516707323
gene-YAL041W	111.946612114102	195.303731384857	394.17972345167	341.278645874604
gene-YAL040C	577.266867287176	326.758165970819	877.367771553716	632.82321772728
gene-YAL039C	505.108508876279	554.791368824017	441.862754514372	303.549348340728
gene-YAL038W	25419.973476078	9692.21594432984	12648.7187065661	9448.6165801313
gene-YAL037C-A	14.1619208096153	8.58477940153218	19.0732124250808	9.43232438346894
gene-YAL037W	28.3238416192306	27.3639843423838	57.2196372752424	46.3041378824839
gene-YAL036C	123.411024198076	133.064080723749	1436.84866935609	1372.83193981216
gene-YAL035W	981.893176133327	1142.84875782897	2969.06340083758	2515.00067424676
gene-YAL034W-A	47.8807798801279	72.9706249130236	44.5041623251885	40.3017496384582
gene-YAL034C	2731.90196189293	1124.06955288812	301.992530063779	282.969731504068
gene-YAL033W	43.1601396102561	62.7761993737041	104.902668337944	174.069259076745
gene-YAL032C	57.9964376012817	96.5787682672371	247.95176152605	212.656040645482
gene-YAL031C	327.072932983972	246.81240779405	155.76456813816	138.912413647452
gene-YAL030W	509.15477196474	424.410031663247	123.975880763025	149.202222065781
gene-YAL029C	188.825610794871	281.688074112775	549.944291589829	467.328798999143
gene-YAL028W	144.316716821794	86.3843427279176	19.0732124250808	30.8694252549893
gene-YAL027W	229.288241679486	245.202761656263	63.5773747502693	60.0238824402569
gene-YAL026C	149.711734273076	174.914880306218	187.553255513294	202.366232227152
gene-HRA1	3.37188590705126	3.21929227557457	0	1.71496806972163
gene-YAL025C	91.040919490384	137.893019137111	2702.03842688644	2485.8462170615
gene-YAL024C	28.3238416192306	50.9721276965973	101.723799600431	87.4633715558029
gene-YAL023C	321.00353835128	752.777843771853	1042.66894590442	994.681480438543
gene-YAL022C	22.2544469865383	30.0467279053626	114.439274550485	92.6082757649678
gene-YAL021C	538.152990765381	445.335431454482	349.675561126481	301.834380271006
gene-YAL020C	170.617426896794	165.257003479495	47.683031062702	93.4657597998286
gene-YAL019W	138.921699370512	155.062577940175	467.293704414479	394.442656035974
gene-YAL018C	0	0	0	0.857484034860813
gene-YAL017W	1590.18139376537	922.86378566471	82.6505871753501	78.031047172334
gene-YAL016W	2633.44289340703	2151.02378879641	451.399360726912	526.495197404539
gene-YAL015C	156.455506087178	246.81240779405	108.081537075458	181.786615390492
gene-YAL014C	184.779347706409	248.958602644433	136.691355713079	171.496806972163
gene-YAL013W	306.841617541665	374.511001391841	499.082391789614	458.753958650535
gene-YAL012W	71.4839812294867	125.552398747408	2717.93277057401	2580.16946089619
gene-YAL011W	100.482200030128	108.382839944344	247.95176152605	218.658428889507
gene-YAL010C	124.085401379486	127.698593597791	60.3985060127558	88.3208555906638
gene-YAL009W	75.5302443179482	48.8259328462143	101.723799600431	120.905248915375
gene-YAL008W	950.871825788455	525.817738343846	127.154749500539	89.1783396255246
gene-YAL007C	79.5765074064097	273.103294711243	184.374386775781	228.948237307837
gene-tP(UGG)A	0	0	0	0
gene-YAL005C	10155.445974857	22479.7814116246	934.587408828959	1359.11219525439
gene-YAL003W	3128.43574456216	6390.29516701552	8617.913147399	8450.50516355331
gene-snR18	12.1387892653845	48.8259328462143	73.1139809628097	44.5891698127623
gene-YAL002W	277.843398741024	166.866649617282	340.138954913941	327.558901316831
gene-YAL001C	461.273992084612	372.901355254054	85.8294559128636	96.8956959392719
gene-YAR002W	191.523119520512	231.789043841369	886.904377766257	885.78100801122
gene-YAR002C-A	457.902106177561	862.233781141389	327.423479963887	357.570842536959
gene-YAR003W	59.3451919641022	88.5305375783006	130.333618238052	150.917190135503
gene-YAR007C	162.524900719871	456.602954418993	22.2520811625943	43.7316857779015
gene-YAR008W	41.8113852474356	83.7015991649388	44.5041623251885	35.1568454292933
gene-YAR009C	0	0	0	0
gene-YAR010C	0	0	0	0
gene-tA(UGC)A	0	1.07309742519152	0	0.857484034860813
gene-YAR014C	319.654783988459	251.104797494816	886.904377766257	629.393281587837
gene-YAR015W	596.149428366663	885.305375783006	2110.76884170894	1028.12335779811
gene-YAR018C	132.177927556409	170.085941892856	60.3985060127558	87.4633715558029
gene-YAR019C	213.77756650705	237.154530967327	136.691355713079	91.750791730107
gene-YAR020C	8.76690335833328	3.75584098817033	0	11.1472924531906
gene-YAR023C	109.923480569871	111.065583507323	34.9675561126481	29.1544571852676
gene-tL(CAA)A	0	0	0	0
gene-tS(AGA)A	0	0	0	0
gene-YAR027W	537.478613583971	356.804893876181	63.5773747502693	82.3184673466381
gene-YAR028W	180.058707436537	158.28187021575	44.5041623251885	46.3041378824839
gene-YAR029W	47.8807798801279	33.2660201809372	22.2520811625943	24.8670370109636
gene-YAR031W	12.8131664467948	11.267522964511	6.35773747502693	6.00238824402569
gene-YAR033W	10.1156577211538	6.9751332637449	0	1.71496806972163
gene-YAR035W	6000.60816018842	1457.80285212268	244.772892788537	92.6082757649678
gene-YAR035C-A	9.44128053974353	3.75584098817033	0	0
gene-YAR042W	900.967914364097	458.21260055678	254.309499001077	187.789003634518
gene-YAR050W	105.87721748141	74.0437223382151	19.0732124250808	11.1472924531906
gene-YAR061W	7.41814899551277	9.12132811412794	3.17886873751346	0.857484034860813
gene-YAR064W	1.3487543628205	2.68274356297881	0	3.42993613944325
gene-YAR066W	0.674377181410252	1.07309742519152	0	1.71496806972163
gene-YAR068W	9.44128053974353	54.7279686847677	9.53660621254039	5.14490420916488
gene-YAR071W	37.7651221589741	19.3157536534474	6.35773747502693	17.1496806972163
gene-YBL113C	151.060488635896	130.38133716077	34.9675561126481	40.3017496384582
gene-YBL112C	0	0	0	0
gene-YBL111C	0.674377181410252	0.536548712595761	0	0
gene-YBL108C-A	2.02313154423076	0	0	0
gene-tL(UAA)B1	0.674377181410252	0	0	0.857484034860813
gene-YBL107C	176.012444348076	194.230633959666	130.333618238052	109.757956462184
gene-YBL106C	179.384330255127	109.455937369535	44.5041623251885	63.4538185797002
gene-YBL105C	1364.26503799294	819.309884133728	410.074067139237	360.143294641542
gene-YBL104C	147.014225547435	180.816916144772	174.837780563241	191.218939773961
gene-YBL103C	381.697484678203	200.132669798219	178.016649300754	218.658428889507
gene-YBL102W	546.245516942304	446.945077592269	146.227961925619	209.226104506038
gene-YBL101C	569.174341110253	293.492145789882	136.691355713079	115.76034470621
gene-YBL100W-C	12.1387892653845	7.51168197634066	3.17886873751346	1.71496806972163
gene-YBL100W-A	0	0	0	0
gene-YBL100W-B	13.487543628205	6.43858455114914	25.4309499001077	26.5820050806852
gene-tF(GAA)B	0	0.536548712595761	0	0
gene-YBL099W	7062.07784372816	9582.7600069603	902.798721453824	1020.40600148437
gene-YBL098W	91.040919490384	164.183906054303	82.6505871753501	111.472924531906
gene-YBL097W	19.5569382608973	43.4604457202567	19.0732124250808	18.8646487669379
gene-YBL095W	292.005319550639	356.804893876181	877.367771553716	877.206167662612
gene-YBL093C	201.638777241665	149.160542101622	2056.72807317121	1613.78495360805
gene-YBL092W	1337.96432791794	2265.8452132919	13185.9475232059	15421.8503669717
gene-YBL091C-A	72.158358410897	127.698593597791	38.1464248501616	52.3065261265096
gene-YBL091C	951.546202969865	1216.89248016719	794.717184378366	926.940241684539
gene-YBL090W	230.636996042306	472.16286708427	247.95176152605	234.950625551863
gene-YBL089W	43.1601396102561	43.4604457202567	225.699680363456	205.796168366595
gene-YBL088C	383.720616222433	239.837274530305	206.626467938375	256.387726423383
gene-YBL087C	207.033794692947	473.772513222057	4002.19574052945	4430.62000812582
gene-YBL086C	455.87897463333	318.173386569287	184.374386775781	168.92435486758
gene-YBL085W	149.037357091666	191.547890396687	184.374386775781	174.926743111606
gene-YBL084C	362.140546417305	204.961608211581	467.293704414479	320.699029037944
gene-YBL082C	139.596076551922	251.641346207412	305.171398801293	337.84870973516
gene-YBL081W	22.2544469865383	29.5101791927669	740.676415840637	636.253153866723
gene-YBL080C	43.1601396102561	83.7015991649388	19.0732124250808	58.3089143705353
gene-YBL079W	198.941268516024	242.520018093284	635.773747502693	630.250765622698
gene-YBL078C	3253.86990030447	1330.64080723749	228.878549100969	116.617828741071
gene-YBL076C	258.286460480126	511.867471816356	3089.86041286309	2567.30720037327
gene-YBL075C	15957.7872437108	1643.44870668082	956.839489991553	330.131353421413
gene-YBL074C	129.480418830768	52.5817738343846	120.797012025512	81.4609833117773
gene-snR56	2.69750872564101	4.29238970076609	3.17886873751346	6.85987227888651
gene-YBL072C	1294.80418830768	1821.04633055001	5766.46788984942	5799.16452776368
gene-YBL071C-B	4.72064026987176	4.82893841336185	31.7886873751346	31.7269092898501
gene-YBL071W-A	218.498206776922	88.5305375783006	680.277909827881	683.414775784068
gene-YBL071C	94.4128053974353	47.7528354210228	279.740448901185	321.556513072805
gene-YBL069W	91.040919490384	102.48080410579	747.034153315664	714.284201039057
gene-YBL068W	192.197496701922	279.541879262392	988.628177366688	999.826384647708
gene-YBL067C	671.005295503201	362.706929714735	289.277055113725	296.689476061841
gene-YBL066C	341.234853793587	440.50649304112	212.984205413402	179.21416328591
gene-YBL064C	7737.12940231982	3848.1273667368	492.724654314587	522.207777230235
gene-YBL063W	47.8807798801279	62.2396506611083	28.6098186376212	41.159233673319
gene-YBL061C	105.87721748141	99.2615118302159	451.399360726912	459.611442685396
gene-YBL060W	107.22597184423	101.944255393195	158.943436875673	162.921966623555
gene-YBL059C-A	148.362979910255	302.076925191414	44.5041623251885	83.1759513814989
gene-YBL059W	25.6263328935896	54.7279686847677	63.5773747502693	54.0214941962312
gene-YBL058W	1826.88778444037	1399.31904244975	400.537460926697	483.620995661499
gene-YBL057C	114.644120839743	199.059572373027	228.878549100969	305.264316410449
gene-YBL056W	323.026669895511	735.608284968789	629.416010027666	565.081978973276
gene-YBL055C	195.569382608973	149.160542101622	343.317823651454	270.107470981156
gene-YBL054W	205.010663148717	107.309742519152	1271.54749500539	955.237214834946
gene-YBL052C	50.5782886057689	47.7528354210228	123.975880763025	106.328020322741
gene-YBL051C	372.930581319869	468.4070260961	225.699680363456	178.356679251049
gene-YBL050W	1469.46787829294	980.274497912456	530.871079164749	511.917968811905
gene-YBL049W	1555.11378033204	379.876488517799	419.610673351777	254.672758353661
gene-YBL048W	393.161896762177	108.382839944344	101.723799600431	88.3208555906638
gene-YBL047C	1617.15648102178	1229.23310055689	279.740448901185	265.820050806852
gene-YBL046W	142.967962458973	152.916383089792	133.512486975566	124.335185054818
gene-YBL045C	5092.89647401022	5364.41402853242	638.952616240206	648.257930354775
gene-YBL044W	1.3487543628205	0.536548712595761	3.17886873751346	6.00238824402569
gene-YBL043W	69.460849685256	89.6036350034922	120.797012025512	76.3160791026124
gene-YBL042C	238.729522219229	107.309742519152	2876.87620744969	1959.35101965696
gene-YBL041W	1669.08352399037	1602.13445581094	667.562434877828	774.308083479314
gene-YBL040C	219.172583958332	285.443915100945	270.203842688644	312.124188689336
gene-YBL039W-B	180.733084617948	112.67522964511	9.53660621254039	11.1472924531906
gene-YBL039C	31.0213503448716	79.4092094641727	4316.90374554329	3749.77768444634
gene-YBL038W	292.679696732049	498.990302714058	371.927642289075	383.295363582783
gene-YBL037W	175.338067166665	159.354967640941	82.6505871753501	108.900472427323
gene-YBL036C	366.861186687177	304.223120041797	791.538315640853	886.638492046081
gene-YBL035C	22.2544469865383	79.9457581767685	54.0407685377289	37.7292975338758
gene-YBL034C	79.5765074064097	78.3361120389812	66.7562434877828	120.047764880514
gene-YBL033C	412.718835023074	406.703924147587	1246.11654510528	873.776231523169
gene-YBL032W	96.435936941666	155.062577940175	327.423479963887	322.413997107666
gene-YBL031W	2.69750872564101	13.413717814894	9.53660621254039	26.5820050806852
gene-YBL030C	1604.34331457499	4364.82377696652	1296.97844490549	1272.50630773345
gene-YBL029C-A	1131.6049104064	905.694226861645	238.41515531351	174.069259076745
gene-YBL029W	305.492863178844	219.448423451666	1462.27961925619	1043.55807042561
gene-YBL028C	35.7419906147434	43.9969944328524	1665.72721845706	1686.67109657122
gene-YBL027W	1693.36110252114	2615.13842519174	11339.0247867105	12735.3528857528
gene-YBL026W	418.788229655766	377.19374495482	569.01750401491	506.773064602741
gene-YBL025W	76.8789986807687	53.6548712595761	178.016649300754	160.349514518972
gene-YBL024W	77.553375862179	155.599126652771	2307.85870343478	1858.16790354338
gene-YBL023C	94.4128053974353	175.451429018814	330.6023487014	195.506359948265
gene-YBL022C	546.245516942304	876.184047668879	238.41515531351	241.810497830749
gene-YBL021C	29.6725959820511	75.1168197634066	114.439274550485	114.902860671349
gene-YBL020W	127.457287286538	135.210275574132	244.772892788537	292.402055887537
gene-YBL019W	200.964400060255	195.840280097453	133.512486975566	101.183116113576
gene-YBL018C	17.5338067166666	28.4370817675754	79.4717184378366	80.6034992769164
gene-YBL017C	741.140522369867	697.51332637449	206.626467938375	204.938684331734
gene-YBL016W	28.3238416192306	16.0964613778728	3.17886873751346	4.28742017430407
